acetyl_CoA,malonyl_CoA,CoA,growth
0.10365279852859,0.0906961987125162,0.137157755865466,0.312418012540355
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
0.999999999979541,0.99999999997954,0.999999999979551,1.00000100080566
0,0,0,0
1.00000059005881,1.00000059005881,1.00000059005882,1.00000099804339
0.999999660502891,0.99999966050289,0.999999660502902,1.00000111427031
0.999999660506574,0.999999660506573,0.999999660506585,1.00000111427032
0.999999999988755,0.999999999988754,0.999999999988766,1.00000111346565
1.00000000001317,1.00000000001317,1.00000000001318,1.00000100080566
1.00000000000555,1.00000000000554,1.00000000000556,1.00000100080566
0.999999660505515,0.999999660505514,0.999999660505525,1.00000110349827
1.00000059001158,1.00000059001158,1.00000059001159,1.00000101138422
1.00000031515875,1.00000031515875,1.00000031515876,1.0000011016374
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
1.00000059003366,1.00000059003365,1.00000059003367,1.00000111408374
0.999999660541419,0.999999660541418,0.999999660541429,1.00000099804339
0.999999660520465,0.999999660520463,0.999999660520475,1.00000100061909
0.999999660516399,0.999999660516399,0.999999660516404,1.00000111400543
1.00000059000384,1.00000059000384,1.00000059000385,1.00000100942662
0.999999660493317,0.999999660493315,0.999999660493327,1.00000110349827
0.999999660503351,0.99999966050335,0.999999660503362,1.00000101129386
1.00000059005273,1.00000059005273,1.00000059005274,1.00000110145083
1.00000031517885,1.00000031517885,1.00000031517886,1.00000100942661
1.00000059002262,1.00000059002262,1.00000059002263,1.00000100000099
0.999999660507814,0.999999660507813,0.999999660507826,1.00000101148096
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
0.999999660503316,0.999999660503314,0.999999660503326,1.00000111427032
0.999999660505515,0.999999660505514,0.999999660505525,1.00000110349827
0.999999660482198,0.999999660482197,0.999999660482209,1.00000110333015
0.999999999939197,0.999999999939196,0.999999999939208,1.00000110359501
0.999999660508971,0.99999966050897,0.999999660508981,1.00000100054078
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
0.999999660227491,0.999999660227489,0.999999660227501,1.00000110349827
0.999999660524159,0.999999660524158,0.99999966052417,1.00000110145084
1.00000031522194,1.00000031522194,1.00000031522195,1.00000111346565
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
0.999999660513102,0.999999660513101,0.999999660513114,1.00000111221597
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
1.00000031518644,1.00000031518644,1.00000031518645,1.00000100070892
0.999999999977806,0.999999999977804,0.999999999977816,1.00000100925845
1.0000005900425,1.0000005900425,1.0000005900425,1.00000100061909
1.00000059006351,1.00000059006351,1.00000059006352,1.00000111417357
1.00000000000591,1.00000000000591,1.00000000000593,1.000001000001
1.00000059004009,1.00000059004008,1.0000005900401,1.0000010093368
1.00000031515596,1.00000031515596,1.00000031515597,1.00000100070892
1.00000059000552,1.00000059000552,1.00000059000554,1.00000099866149
0.999999660507826,0.999999660507824,0.999999660507836,1.0000010006191
0.999999660492803,0.999999660492801,0.999999660492817,1.00000110333012
0.99999966049718,0.999999660497178,0.99999966049719,1.00000110349826
