cellNames	experimental	media	glucose	threonine	lysine	glutamine	serine
HS_578T	0.035730055	5.99609047559157	3.06522160256678	0.044702638576756	0.044702638576756	0.044702638576756	0.044702638576756
RPMI_8226	0.018333143	11.0465747963952	11.0465747963952	0.0210701623789237	0.0210701623789237	0.0210701623788985	0.0210701623788985
HT29	0.031111255	11.0465747963952	11.0465747963953	0.0377018634818042	0.0377018634816189	0.0377018634816189	0.0377018634818042
MALME_3M	0.020798529	11.0465747963952	11.0465747963952	0.0307370401469656	0.0240235807755262	0.0240235807755262	0.02402358077565
SR	0.019171008	5.94438161117035	3.05398198463462	0.0322740229392666	0.0322740229393319	0.0322740229392666	0.0322740229392666
UO_31	0.013033577	11.0465747963952	11.0465747963952	0.0171552199740566	0.0142541869629018	0.01425418696298	0.01425418696298
MDMAMB_231	0.010926773	11.0465747963952	11.0465747963952	0.0163627124516075	0.0156170714871011	0.0156170714871351	0.0156170714871011
HOP62	0.011473383	11.0465747963952	11.0465747963952	0.0172193900384349	0.0160597804459735	0.0160597804459735	0.0160597804459735
NCI_H226	0.018027769	5.97629323937798	3.05229527685813	0.0236047484732989	0.023604748473467	0.023604748473467	0.023604748473467
HOP92	0.02270517	11.0465747963952	11.0465747963952	0.0280225853096716	0.0280225853098087	0.0280225853098087	0.0280225853096716
O_786	0.025987054	6.00613938934776	3.06693574596869	0.0289262929025794	0.0289262929025794	0.0289262929025794	0.0289262929025794
