rxns	formulas	model_ranges	ecModel_ranges	subSystems
HMR_4097	acetate[c] + ATP[c] + CoA[c] => acetyl-CoA[c] + AMP[c] + PPi[c]	1000	0.039414490061856	Glycolysis / Gluconeogenesis
HMR_4099	acetate[m] + ATP[m] + CoA[m] => acetyl-CoA[m] + AMP[m] + PPi[m]	999.999859105207	0.00796419779732812	Glycolysis / Gluconeogenesis
HMR_4108	acetyl adenylate[c] + CoA[c] => acetyl-CoA[c] + AMP[c] + H+[c]	1000	0.0352881433939476	Glycolysis / Gluconeogenesis
HMR_4133	acetate[c] + ATP[c] + H+[c] => acetyl adenylate[c] + PPi[c]	1000	0.0352881433939476	Glycolysis / Gluconeogenesis
HMR_4281	H+[p] + NADH[p] + pyruvate[p] <=> L-lactate[p] + NAD+[p]	999.999984890651	0.000544831589043615	Glycolysis / Gluconeogenesis
HMR_4388	H+[c] + NADH[c] + pyruvate[c] <=> L-lactate[c] + NAD+[c]	2000	0.0658395789705772	Glycolysis / Gluconeogenesis
HMR_4283	acetaldehyde[c] + H2O[c] + NADP+[c] => acetate[c] + 2 H+[c] + NADPH[c]	1000	0.00012486374904647	Glycolysis / Gluconeogenesis
HMR_8357	acetaldehyde[m] + H2O[m] + NAD+[m] => acetate[m] + 2 H+[m] + NADH[m]	999.999859105206	0.000122399539305373	Glycolysis / Gluconeogenesis
HMR_4379	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-1,6-bisphosphate[c] + H+[c]	1000	0.312088314144969	Glycolysis / Gluconeogenesis
HMR_4301	fructose-6-phosphate[c] + UTP[c] => fructose-1,6-bisphosphate[c] + H+[c] + UDP[c]	1000	0.33661298323484	Glycolysis / Gluconeogenesis
HMR_4355	DHAP[c] + erythrose-4-phosphate[c] => sedoheptulose-1,7-bisphosphate[c]	1000	0.0151890700843808	Glycolysis / Gluconeogenesis
HMR_4358	ADP[c] + H+[c] + PEP[c] => ATP[c] + pyruvate[c]	1000	0.121807824930291	Glycolysis / Gluconeogenesis
HMR_4360	H2O[c] + methylglyoxal[c] + NADP+[c] => 2 H+[c] + NADPH[c] + pyruvate[c]	1000	0.00059082792892573	Glycolysis / Gluconeogenesis
HMR_4363	2-phospho-D-glycerate[c] <=> H2O[c] + PEP[c]	2000	0.0518203494612699	Glycolysis / Gluconeogenesis
HMR_4365	2-phospho-D-glycerate[c] <=> 3-phospho-D-glycerate[c]	2000	0.043339115905535	Glycolysis / Gluconeogenesis
HMR_4368	1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]	1999.99999299591	0.0533969553049496	Glycolysis / Gluconeogenesis
HMR_4370	1,3-bisphospho-D-glycerate[c] + H2O[c] => 3-phospho-D-glycerate[c] + H+[c] + Pi[c]	1000	0.0329378365671125	Glycolysis / Gluconeogenesis
HMR_4371	1,3-bisphospho-D-glycerate[c] => 2,3-bisphospho-D-glycerate[c] + H+[c]	999.99999299591	3.35748928792512e-06	Glycolysis / Gluconeogenesis
HMR_4372	2,3-bisphospho-D-glycerate[c] + H2O[c] => 3-phospho-D-glycerate[c] + Pi[c]	999.99999299591	3.35748928792512e-06	Glycolysis / Gluconeogenesis
HMR_4373	1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> GAP[c] + NAD+[c] + Pi[c]	1999.99999299591	0.0525210348175249	Glycolysis / Gluconeogenesis
HMR_4375	DHAP[c] + GAP[c] <=> fructose-1,6-bisphosphate[c]	2000	0.0325809981023544	Glycolysis / Gluconeogenesis
HMR_4377	fructose-1,6-bisphosphate[c] + H2O[c] => fructose-6-phosphate[c] + Pi[c]	1000	0.0163497797743484	Glycolysis / Gluconeogenesis
HMR_4381	fructose-6-phosphate[c] <=> glucose-6-phosphate[c]	2000	3.38950571555172	Glycolysis / Gluconeogenesis
