rxns	formulas	model_ranges	ecModel_ranges	subSystems
HMR_4281	H+[p] + NADH[p] + pyruvate[p] <=> L-lactate[p] + NAD+[p]	999.999997275852	0.000908966134124032	Glycolysis / Gluconeogenesis
HMR_4388	H+[c] + NADH[c] + pyruvate[c] <=> L-lactate[c] + NAD+[c]	2000	0.0691636707147434	Glycolysis / Gluconeogenesis
HMR_4283	acetaldehyde[c] + H2O[c] + NADP+[c] => acetate[c] + 2 H+[c] + NADPH[c]	1000	0.000195056235234858	Glycolysis / Gluconeogenesis
HMR_8357	acetaldehyde[m] + H2O[m] + NAD+[m] => acetate[m] + 2 H+[m] + NADH[m]	1000	0.000194281158910486	Glycolysis / Gluconeogenesis
HMR_4379	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-1,6-bisphosphate[c] + H+[c]	1000	0.312088451940909	Glycolysis / Gluconeogenesis
HMR_4355	DHAP[c] + erythrose-4-phosphate[c] => sedoheptulose-1,7-bisphosphate[c]	1000	0.0149245745307395	Glycolysis / Gluconeogenesis
HMR_4358	ADP[c] + H+[c] + PEP[c] => ATP[c] + pyruvate[c]	1000	0.121807878750001	Glycolysis / Gluconeogenesis
HMR_4360	H2O[c] + methylglyoxal[c] + NADP+[c] => 2 H+[c] + NADPH[c] + pyruvate[c]	1000	0.00059083687588557	Glycolysis / Gluconeogenesis
HMR_4365	2-phospho-D-glycerate[c] <=> 3-phospho-D-glycerate[c]	2000	6.85285513490896e-06	Glycolysis / Gluconeogenesis
HMR_4368	1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]	1999.99999873719	0.0164017134239731	Glycolysis / Gluconeogenesis
HMR_4370	1,3-bisphospho-D-glycerate[c] + H2O[c] => 3-phospho-D-glycerate[c] + H+[c] + Pi[c]	1000	0.0329379239431347	Glycolysis / Gluconeogenesis
HMR_4371	1,3-bisphospho-D-glycerate[c] => 2,3-bisphospho-D-glycerate[c] + H+[c]	999.999998737194	3.35749368418625e-06	Glycolysis / Gluconeogenesis
HMR_4372	2,3-bisphospho-D-glycerate[c] + H2O[c] => 3-phospho-D-glycerate[c] + Pi[c]	999.999998737194	3.35749367152971e-06	Glycolysis / Gluconeogenesis
HMR_4375	DHAP[c] + GAP[c] <=> fructose-1,6-bisphosphate[c]	1000.00000793922	0.00694273307347537	Glycolysis / Gluconeogenesis
HMR_4391	DHAP[c] <=> GAP[c]	1832.94533434988	0.00837396835128301	Glycolysis / Gluconeogenesis
HMR_4396	glucose-1-phosphate[c] <=> glucose-6-phosphate[c]	999.999233571457	0.00022645381151196	Glycolysis / Gluconeogenesis
HMR_4521	glucose-6-phosphate[r] + H2O[r] => glucose[r] + Pi[r]	461.924031692325	0.000280245335478383	Glycolysis / Gluconeogenesis
HMR_7745	beta-D-glucose[c] <=> glucose[c]	1000	0.620188355918143	Glycolysis / Gluconeogenesis
HMR_7746	ATP[c] + beta-D-glucose[c] => ADP[c] + beta-D-glucose-6-phosphate[c] + H+[c]	1000	0.0452215741931809	Glycolysis / Gluconeogenesis
HMR_7748	beta-D-glucose-6-phosphate[c] <=> glucose-6-phosphate[c]	2000	2.35350746814086	Glycolysis / Gluconeogenesis
HMR_7749	beta-D-glucose-6-phosphate[c] <=> fructose-6-phosphate[c]	2000	2.22542910838429	Glycolysis / Gluconeogenesis
HMR_4122	H2O[c] + 2 NAD+[c] + UDP-glucose[c] => 3 H+[c] + 2 NADH[c] + UDP-glucuronate[c]	498.427783204926	0.000226453310313473	Starch and sucrose metabolism
HMR_5395	glycogenin[c] + 8 UDP-glucose[c] => glycogenin G8[c] + 8 H+[c] + 8 UDP[c]	181.817054407758	2.53360284470376e-07	Starch and sucrose metabolism
HMR_5396	glycogenin G8[c] + 3 UDP-glucose[c] => glycogenin G11[c] + 3 H+[c] + 3 UDP[c]	181.817054407758	2.53360284470376e-07	Starch and sucrose metabolism
HMR_9727	UDP-glucose[c] => H+[c] + UDP[c] + glycogen[c]	1.51574249115808e-07	7.57840990328693e-08	Starch and sucrose metabolism
HMR_5397	glycogenin G11[c] => glycogenin G4G7[c]	181.817054407758	2.53360284470376e-07	Starch and sucrose metabolism
HMR_5398	glycogenin G4G7[c] + 3 Pi[c] => 3 glucose-1-phosphate[c] + glycogenin G4G4[c]	181.817054407758	2.53360284470376e-07	Starch and sucrose metabolism
HMR_5399	glycogenin G4G4[c] => glycogenin G7G1[c]	181.817054407759	2.53360202653149e-07	Starch and sucrose metabolism
HMR_5400	glycogenin G7G1[c] + H2O[c] => glucose[c] + glycogenin G7[c]	181.817054407759	2.53360202653149e-07	Starch and sucrose metabolism
HMR_5401	glycogenin G7[c] + 7 Pi[c] => 7 glucose-1-phosphate[c] + glycogenin[c]	181.817054407758	2.53360284458923e-07	Starch and sucrose metabolism
HMR_3944	glucose-1-phosphate[c] + H+[c] + UTP[c] => PPi[c] + UDP-glucose[c]	1000	0.0120403821376633	Galactose metabolism
HMR_4128	UDP-galactose[c] <=> UDP-glucose[c]	999.768244412134	1.41356932794188e-11	Galactose metabolism
HMR_4130	ATP[c] + galactose[c] => ADP[c] + alpha-D-galactose-1-phosphate[c] + H+[c]	1000	8.22226249701398e-11	Galactose metabolism
HMR_4131	glucose-1-phosphate[c] + UDP-galactose[c] <=> alpha-D-galactose-1-phosphate[c] + UDP-glucose[c]	1999.99923357146	0.0128416434113747	Galactose metabolism
HMR_4132	galactose-1-phosphate[c] + UDP-glucose[c] => glucose-1-phosphate[c] + UDP-galactose[c]	1000	6.09022081812089e-11	Galactose metabolism
HMR_4414	ATP[c] + galactose[c] => ADP[c] + galactose-1-phosphate[c] + H+[c]	1000	7.61586979296179e-11	Galactose metabolism
HMR_8767	alpha-D-galactose-1-phosphate[c] + H+[c] + UTP[c] => PPi[c] + UDP-galactose[c]	1000	0.0120752147864032	Galactose metabolism
HMR_4297	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-2,6-bisphosphate[c] + H+[c]	1000	0.000104953326682977	Fructose and mannose metabolism
HMR_4315	D-glucitol[c] + NAD+[c] <=> fructose[c] + H+[c] + NADH[c]	1000	0.00370732693135469	Fructose and mannose metabolism
HMR_4316	D-glucitol[c] + NADP+[c] <=> glucose[c] + H+[c] + NADPH[c]	1000	0	Fructose and mannose metabolism
HMR_4319	ATP[c] + fructose[c] => ADP[c] + fructose-6-phosphate[c] + H+[c]	1000	0.00343130186778263	Fructose and mannose metabolism
HMR_4706	fructose-2,6-bisphosphate[c] + H2O[c] => fructose-6-phosphate[c] + Pi[c]	1000	0.000104953326682977	Fructose and mannose metabolism
HMR_4590	H+[c] + L-xylulose[c] + NADPH[c] => NADP+[c] + xylitol[c]	1000	0.00306903310155369	Pentose and glucuronate interconversions
HMR_4591	NAD+[c] + xylitol[c] => H+[c] + L-xylulose[c] + NADH[c]	1000	0.00306903310155369	Pentose and glucuronate interconversions
HMR_4595	ADP[c] + D-xylulose-5-phosphate[c] + H+[c] <=> ATP[c] + D-xylulose[c]	1000	0.00581120293357541	Pentose and glucuronate interconversions
HMR_8729	H2O[c] + UDP-glucuronate[c] => glucuronate[c] + H+[c] + UDP[c]	7.72501407038635e-08	7.72400020301143e-08	Pentose and glucuronate interconversions
HMR_1568	acetaldehyde[c] + H2O[c] + NAD+[c] => acetate[c] + 2 H+[c] + NADH[c]	1000	0.000195140814374533	Pyruvate metabolism
HMR_3854	H+[c] + methylglyoxal[c] + NADH[c] => lactaldehyde[c] + NAD+[c]	1000	0.0061445949388631	Pyruvate metabolism
HMR_3855	H+[c] + lactaldehyde[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]	1000	0.23863595014002	Pyruvate metabolism
HMR_3857	(R)-S-lactoylglutathione[c] + H2O[c] => D-lactate[c] + GSH[c] + H+[c]	1000	0.000977535211325773	Pyruvate metabolism
HMR_4089	malate[c] + NADP+[c] => CO2[c] + NADPH[c] + pyruvate[c]	1000	0.0589609132751436	Pyruvate metabolism
