rxns	formulas	model_ranges	ecModel_ranges	subSystems
HMR_4097	acetate[c] + ATP[c] + CoA[c] => acetyl-CoA[c] + AMP[c] + PPi[c]	660.891507284962	0.0396272190237053	Glycolysis / Gluconeogenesis
HMR_4099	acetate[m] + ATP[m] + CoA[m] => acetyl-CoA[m] + AMP[m] + PPi[m]	660.891507284954	0.00786251989161706	Glycolysis / Gluconeogenesis
HMR_4108	acetyl adenylate[c] + CoA[c] => acetyl-CoA[c] + AMP[c] + H+[c]	660.891507284962	0.0354767046141711	Glycolysis / Gluconeogenesis
HMR_4133	acetate[c] + ATP[c] + H+[c] => acetyl adenylate[c] + PPi[c]	660.891507284962	0.0354767046141711	Glycolysis / Gluconeogenesis
HMR_4281	H+[p] + NADH[p] + pyruvate[p] <=> L-lactate[p] + NAD+[p]	999.983871158275	0.000868164031126943	Glycolysis / Gluconeogenesis
HMR_4388	H+[c] + NADH[c] + pyruvate[c] <=> L-lactate[c] + NAD+[c]	2000	2.48190023486012	Glycolysis / Gluconeogenesis
HMR_4283	acetaldehyde[c] + H2O[c] + NADP+[c] => acetate[c] + 2 H+[c] + NADPH[c]	1000	0.000124811025954984	Glycolysis / Gluconeogenesis
HMR_8357	acetaldehyde[m] + H2O[m] + NAD+[m] => acetate[m] + 2 H+[m] + NADH[m]	1000	0.00012429853027518	Glycolysis / Gluconeogenesis
HMR_4379	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-1,6-bisphosphate[c] + H+[c]	1000	0.312088259964972	Glycolysis / Gluconeogenesis
HMR_4301	fructose-6-phosphate[c] + UTP[c] => fructose-1,6-bisphosphate[c] + H+[c] + UDP[c]	1000	0.33474886954383	Glycolysis / Gluconeogenesis
HMR_4355	DHAP[c] + erythrose-4-phosphate[c] => sedoheptulose-1,7-bisphosphate[c]	1000	0.01510707305357	Glycolysis / Gluconeogenesis
HMR_4358	ADP[c] + H+[c] + PEP[c] => ATP[c] + pyruvate[c]	1000	0.121807813394085	Glycolysis / Gluconeogenesis
HMR_4360	H2O[c] + methylglyoxal[c] + NADP+[c] => 2 H+[c] + NADPH[c] + pyruvate[c]	899.366046461129	0.00059084330495951	Glycolysis / Gluconeogenesis
HMR_4363	2-phospho-D-glycerate[c] <=> H2O[c] + PEP[c]	899.398623451066	0.0514720239077175	Glycolysis / Gluconeogenesis
HMR_4365	2-phospho-D-glycerate[c] <=> 3-phospho-D-glycerate[c]	899.398623451066	0.0431380669816792	Glycolysis / Gluconeogenesis
HMR_4368	1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]	899.366046461111	0.0529816820172851	Glycolysis / Gluconeogenesis
HMR_4370	1,3-bisphospho-D-glycerate[c] + H2O[c] => 3-phospho-D-glycerate[c] + H+[c] + Pi[c]	899.366046461108	0.0329619017336156	Glycolysis / Gluconeogenesis
HMR_4371	1,3-bisphospho-D-glycerate[c] => 2,3-bisphospho-D-glycerate[c] + H+[c]	899.366046461115	3.35749153235199e-06	Glycolysis / Gluconeogenesis
HMR_4372	2,3-bisphospho-D-glycerate[c] + H2O[c] => 3-phospho-D-glycerate[c] + Pi[c]	899.366046461129	3.3574915319079e-06	Glycolysis / Gluconeogenesis
HMR_4373	1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> GAP[c] + NAD+[c] + Pi[c]	899.366046461128	0.0521476503403009	Glycolysis / Gluconeogenesis
HMR_4375	DHAP[c] + GAP[c] <=> fructose-1,6-bisphosphate[c]	1000.04700101344	0.0322616520216539	Glycolysis / Gluconeogenesis
HMR_4381	fructose-6-phosphate[c] <=> glucose-6-phosphate[c]	2000	3.40879359315916	Glycolysis / Gluconeogenesis
HMR_4391	DHAP[c] <=> GAP[c]	1437.33484514024	0.0266471234897998	Glycolysis / Gluconeogenesis
HMR_4394	ATP[c] + glucose[c] => ADP[c] + glucose-6-phosphate[c] + H+[c]	1000	1.85653964223819	Glycolysis / Gluconeogenesis
HMR_4396	glucose-1-phosphate[c] <=> glucose-6-phosphate[c]	659.736591206424	3.6337469583184e-06	Glycolysis / Gluconeogenesis
HMR_4521	glucose-6-phosphate[r] + H2O[r] => glucose[r] + Pi[r]	206.336822042258	9.62360245327469e-05	Glycolysis / Gluconeogenesis
HMR_6410	H+[m] + lipoamide[m] + pyruvate[m] => CO2[m] + S-acetyldihydrolipoamide[m]	1000	0.0200038515662517	Glycolysis / Gluconeogenesis
HMR_6412	CoA[m] + S-acetyldihydrolipoamide[m] => acetyl-CoA[m] + dihydrolipoamide[m]	1000	0.0200038515662517	Glycolysis / Gluconeogenesis
HMR_7745	beta-D-glucose[c] <=> glucose[c]	1000	1.83505687625361	Glycolysis / Gluconeogenesis
