Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.398649261	-1.56954782311103
HMR_9039	isoleucine	-0.007996597	-0.00611815353881149
HMR_9040	leucine	-0.009283825	-0.0131471001610706
HMR_9041	lysine	-0.009191799	-0.0113057141445351
HMR_9042	methionine	-0.00289763	-0.00308877654386599
HMR_9043	phenylalanine	-0.003408873	-0.00574195639564832
HMR_9044	threonine	-0.007183311	-0.0080089896798233
HMR_9045	tryptophan	-0.000944004	-0.001425589174092
HMR_9046	valine	-0.007691297	-0.00932572918051848
HMR_9061	alanine	0.012695001	-0.0185524591128361
HMR_9062	asparagine	-0.001922615	-0.00791993985606665
HMR_9063	glutamine	-0.094750789	-0.0337521436866032
HMR_9064	tyrosine	-0.004976546	-0.00376197143163166
HMR_9066	arginine	-0.00338457	-0.0100385237675645
HMR_9067	glycine	0.000604886	-0.0318975577703089
HMR_9068	proline	0.002203858	-0.0168892717430621
HMR_9069	serine	-0.021499214	-0.0217377203239978
HMR_9070	aspartate	0.002611711	0
HMR_9071	glutamate	0.01664521	-0.00448796591843777
HMR_9083	choline	-0.001591875	-0.000735158517214567
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95238e-08	0
HMR_9135	L-lactate	0.552731028	2.86499036897441
HMR_9146	folate	-6.9796e-06	0
HMR_9259	AKG	2.80183e-06	0
HMR_9292	L-carnitine	-1.20017e-05	0
humanGrowthOut	biomass	0.018027769	0.0329997494002777
