Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.398649261	-509.007916243827
HMR_9039	isoleucine	-0.007996597	-8.01700024789084
HMR_9040	leucine	-0.009283825	-15.1716140149329
HMR_9041	lysine	-0.009191799	-25.5857481128741
HMR_9042	methionine	-0.00289763	-3.67312760361533
HMR_9043	phenylalanine	-0.003408873	-5.79715356570593
HMR_9044	threonine	-0.007183311	-878.509254842153
HMR_9045	tryptophan	-0.000944004	-1.53313152150901
HMR_9046	valine	-0.007691297	-10.7638608905945
HMR_9061	alanine	0.012695001	-12.4247533722292
HMR_9062	asparagine	-0.001922615	-5.95685476586312
HMR_9063	glutamine	-0.094750789	-17.3054390527863
HMR_9064	tyrosine	-0.004976546	-4.37581288430695
HMR_9066	arginine	-0.00338457	-8.48013372834669
HMR_9067	glycine	0.000604886	0
HMR_9068	proline	0.002203858	-7.96908988784369
HMR_9069	serine	-0.021499214	-27.4338858264074
HMR_9070	aspartate	0.002611711	-9.27294338059198
HMR_9071	glutamate	0.01664521	-2.17810736639067
HMR_9083	choline	-0.001591875	-1.66821635832986
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95238e-08	0
HMR_9135	L-lactate	0.552731028	907.342316824768
HMR_9146	folate	-6.9796e-06	-79.1287894598146
HMR_9259	AKG	2.80183e-06	0
HMR_9292	L-carnitine	-1.20017e-05	0
humanGrowthOut	biomass	0.018027769	33.90683655142
