Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.398649261	-0.398649261
HMR_9039	isoleucine	-0.007996597	-5.31488011752959
HMR_9040	leucine	-0.009283825	-10.058040063054
HMR_9041	lysine	-0.009191799	-47.6758651791221
HMR_9042	methionine	-0.00289763	-2.43510443631834
HMR_9043	phenylalanine	-0.003408873	-3.8432300451459
HMR_9044	threonine	-0.007183311	-919.457561938685
HMR_9045	tryptophan	-0.000944004	-1.01639141689809
HMR_9046	valine	-0.007691297	-7.135914739472
HMR_9061	alanine	0.012695001	2.90931421434491
HMR_9062	asparagine	-0.001922615	-3.94910415107278
HMR_9063	glutamine	-0.094750789	-11.4726619811418
HMR_9064	tyrosine	-0.004976546	-2.90095050239663
HMR_9066	arginine	-0.00338457	-5.62191502471756
HMR_9067	glycine	0.000604886	0
HMR_9068	proline	0.002203858	-5.28311788575153
HMR_9069	serine	-0.021499214	-40.4799674656943
HMR_9070	aspartate	0.002611711	-6.14750915312147
HMR_9071	glutamate	0.01664521	-1.44397894193775
HMR_9083	choline	-0.001591875	-1.10594607465026
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95238e-08	0
HMR_9135	L-lactate	0.552731028	0
HMR_9146	folate	-6.9796e-06	-15.8010463511897
HMR_9259	AKG	2.80183e-06	0
HMR_9292	L-carnitine	-1.20017e-05	0
humanGrowthOut	biomass	0.018027769	22.478578753054
