Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.398649261	-0.0103028637145889
HMR_9039	isoleucine	-0.007996597	-0.00644452302223486
HMR_9040	leucine	-0.009283825	-0.0121958105002453
HMR_9041	lysine	-0.009191799	-0.009191799
HMR_9042	methionine	-0.00289763	-0.00295266991058569
HMR_9043	phenylalanine	-0.003408873	-0.00466008338062003
HMR_9044	threonine	-0.007183311	-0.00675262770855685
HMR_9045	tryptophan	-0.000944004	-0.00123241874528794
HMR_9046	valine	-0.007691297	-0.00865260660754242
HMR_9061	alanine	0.012695001	-0.000507619773516996
HMR_9062	asparagine	-0.001922615	-0.00478846033325419
HMR_9063	glutamine	-0.094750789	-0.212136894689559
HMR_9064	tyrosine	-0.004976546	-0.003517528502176
HMR_9066	arginine	-0.00338457	-0.00681681618487393
HMR_9067	glycine	0.000604886	-0.00542636568345564
HMR_9068	proline	0.002203858	-0.00640600993644461
HMR_9069	serine	-0.021499214	-0.0166265597663299
HMR_9070	aspartate	0.002611711	0
HMR_9071	glutamate	0.01664521	0
HMR_9083	choline	-0.001591875	-0.00134100765808932
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95238e-08	0
HMR_9135	L-lactate	0.552731028	0
HMR_9146	folate	-6.9796e-06	0
HMR_9259	AKG	2.80183e-06	0
HMR_9292	L-carnitine	-1.20017e-05	0
humanGrowthOut	biomass	0.018027769	0.0272562532131976
