Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.398649261	-0.398649261
HMR_9039	isoleucine	-0.007996597	-0.00551597323004364
HMR_9040	leucine	-0.009283825	-0.0118530945784757
HMR_9041	lysine	-0.009191799	-0.0102054114624427
HMR_9042	methionine	-0.00289763	-0.00282215568448669
HMR_9043	phenylalanine	-0.003408873	-0.00517680335505714
HMR_9044	threonine	-0.007183311	-0.007183311
HMR_9045	tryptophan	-0.000944004	-0.00128527531573832
HMR_9046	valine	-0.007691297	-0.00840784269045487
HMR_9061	alanine	0.012695001	-0.0167264301506501
HMR_9062	asparagine	-0.001922615	-0.00714041842076847
HMR_9063	glutamine	-0.094750789	-0.0289424959988493
HMR_9064	tyrosine	-0.004976546	-0.00339169874986502
HMR_9066	arginine	-0.00338457	-0.00905048034832404
HMR_9067	glycine	0.000604886	-0.0287455710228488
HMR_9068	proline	0.002203858	-0.0152269422822888
HMR_9069	serine	-0.021499214	-0.583125278939551
HMR_9070	aspartate	0.002611711	-0.00998575263413592
HMR_9071	glutamate	0.01664521	-0.928854518783388
HMR_9083	choline	-0.001591875	-0.000662800414384807
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95238e-08	0
HMR_9135	L-lactate	0.552731028	2.04696825565857
HMR_9146	folate	-6.9796e-06	0
HMR_9259	AKG	2.80183e-06	0
HMR_9292	L-carnitine	-1.20017e-05	1.24641667956611e-05
humanGrowthOut	biomass	0.018027769	0.0297517434198686
