Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.594208072	-0.594208072
HMR_9039	isoleucine	-0.007304317	-0.00283129659187648
HMR_9040	leucine	-0.00911516	-0.00608408070228474
HMR_9041	lysine	-0.013165857	-0.0052319428930792
HMR_9042	methionine	-0.002318728	-0.00142939245415124
HMR_9043	phenylalanine	-0.003510565	-0.00265720392117858
HMR_9044	threonine	-0.008527731	-0.00370631842450666
HMR_9045	tryptophan	-0.000954767	-0.000659719594223647
HMR_9046	valine	-0.009105286	-0.00431566567887969
HMR_9061	alanine	0.032353203	-0.00858551749704941
HMR_9062	asparagine	-0.002382279	-0.00366510885679804
HMR_9063	glutamine	-0.123594044	-0.0148559078995548
HMR_9064	tyrosine	-0.004926558	-0.00174092670697907
HMR_9066	arginine	-0.012814136	-0.00464552547599151
HMR_9067	glycine	-0.00039991	-0.0147612259207541
HMR_9068	proline	0.002435376	-0.00781584463712182
HMR_9069	serine	-0.022222852	-0.241864379771395
HMR_9070	aspartate	-0.000494245	0
HMR_9071	glutamate	0.015988165	-0.10778801126517
HMR_9083	choline	-0.00136736	-0.000340209148246207
HMR_9087	ornithine	0.009506915	0
HMR_9133	pyruvate	1.04932e-07	0
HMR_9135	L-lactate	0.687740829	1.39832087557671
HMR_9146	folate	-1.39812e-05	0
HMR_9259	AKG	8.67453e-06	0
HMR_9292	L-carnitine	-2.58419e-05	0
humanGrowthOut	biomass	0.02270517	0.0152712869033252
