Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.018027769	0.00750304758131281
HMR_9034	glucose	-0.398649261	-0.398649261
HMR_9039	isoleucine	-0.007996597	-0.00180710300752112
HMR_9040	leucine	-0.009283825	-0.00368533152974168
HMR_9041	lysine	-0.009191799	-0.00289024745818799
HMR_9042	methionine	-0.00289763	-0.000904341199518496
HMR_9043	phenylalanine	-0.003408873	-0.00152852723085549
HMR_9044	threonine	-0.007183311	-0.00228879648371654
HMR_9045	tryptophan	-0.000944004	-0.000396093384865084
HMR_9046	valine	-0.007691297	-0.00270309331508162
HMR_9061	alanine	0.012695001	-0.00335685110785084
HMR_9062	asparagine	-0.001922615	-0.00150613513565382
HMR_9063	glutamine	-0.094750789	-0.094750789
HMR_9064	tyrosine	-0.004976546	-0.00114523554577364
HMR_9066	arginine	-0.00338457	-0.00205587442827951
HMR_9067	glycine	0.000604886	0.33527184517522
HMR_9068	proline	0.002203858	-0.00206818017661762
HMR_9069	serine	-0.021499214	-0.679906821909037
HMR_9070	aspartate	0.002611711	0
HMR_9071	glutamate	0.01664521	-1.64020975645685
HMR_9083	choline	-0.001591875	-0.000936388141317323
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95e-08	0
HMR_9135	L-lactate	0.552731028	1.92896649403516
HMR_9146	folate	-6.98e-06	-0.000100528457561082
HMR_9259	AKG	2.8e-06	0
HMR_9292	L-carnitine	-1.2e-05	0
