Rxn_ID	Metabolite	experimental	predictions
HMR_10024	biomass	0.02270517	0.0140984507468779
HMR_9034	glucose	-0.594208072	-0.594208072
HMR_9039	isoleucine	-0.007304317	-0.00339560058362495
HMR_9040	leucine	-0.00911516	-0.00692484813602746
HMR_9041	lysine	-0.013165857	-0.00543086139251469
HMR_9042	methionine	-0.002318728	-0.00169928415375358
HMR_9043	phenylalanine	-0.003510565	-0.0028721483698371
HMR_9044	threonine	-0.008527731	-0.00430071702806114
HMR_9045	tryptophan	-0.000954767	-0.000744271313378431
HMR_9046	valine	-0.009105286	-0.00507919316169725
HMR_9061	alanine	0.032353203	-0.00630295419482208
HMR_9062	asparagine	-0.002382279	-0.00283007295342812
HMR_9063	glutamine	-0.123594044	-0.00428479198699815
HMR_9064	tyrosine	-0.004926558	-0.00215193183312299
HMR_9066	arginine	-0.012814136	-0.00386304952151097
HMR_9067	glycine	-0.00039991	-0.00569491339132058
HMR_9068	proline	0.002435376	-0.00388617239058092
HMR_9069	serine	-0.022222852	-0.013665079598219
HMR_9070	aspartate	-0.000494245	0
HMR_9071	glutamate	0.015988165	-1.77433820328295
HMR_9083	choline	-0.00136736	-0.00175950131559914
HMR_9087	ornithine	0.009506915	0
HMR_9133	pyruvate	1.05e-07	0
HMR_9135	L-lactate	0.687740829	1.84227360450563
HMR_9146	folate	-1.4e-05	-0.00137150997726204
HMR_9259	AKG	8.67e-06	0
HMR_9292	L-carnitine	-2.58e-05	0
